read_code	icd10_code
J14yy	K289
J14yz	K289
J14z.	K289
J15..	K29
J150.	K291
J1500	K290
J151.	K295
J1510	K294
J1511	K295
J1512	K293
J151z	K295
J152.	K296
J153.	K292
J154.	K296
J1540	K296
J1541	K296
J1542	K296
J1543	K296
J1544	K296+B980
J154z	K296
J155.	K297
J156.	K299
J157.	K298
J15z.	K299
J16..	K31
J160.	K318
J161.	K310
J162.	R11X
J1620	R11X
J1621	R11X
J162z	R11X
J16y.	K318
J16y0	K318
J16y1	K318
J16y2	K318
J16y3	K318
J16y4	R101
J16y5	R11X
J16y6	K318
J16y7	K318
J16y8	K318
J16y9	K318
J16yA	K30X
J16yz	K318
J16z.	K319
J16z1	K928
J17..	K31
J170.	K311
J1700	K311
J1701	K311
J1702	K311
J170z	K311
J171.	K314
J172.	K315
J173.	K315
J1730	K315
J1731	K315
J1732	K315
J1733	K315
J173z	K315
J174.	K316
J1740	K316
J1741	K316
J1742	K316
J1743	K316
J1744	K316
J174z	K316
J175.	K318
J176.	K312
J177.	K317
J178.	K317
J179.	K318
J17A.	E854
J17y.	K318
J17y0	K313
J17y1	K318
J17y2	K318
J17y3	K318
J17y4	K318
J17y5	K318
J17y6	K318
J17y7	K318
J17y8	K318+Z871
J17y9	K318
J17yz	K318
J17z.	K319
J1y..	K20X-K31
J1z..	K20X-K31
J2...	K35-K38
J20..	K35
J200.	K353
J201.	K353
J202.	K358
J203.	K352
J204.	K353
J20z.	K358
J20z1	K358
J21..	K37X
J22..	K36X
J220.	K36X
J221.	K36X
J222.	K36X
J223.	K36X
J22z.	K36X
J23..	K38
J230.	K380
J23z.	K38
J23z0	K388
J23z1	K381
J23z2	K383
J23z3	K382
J23z4	K388
J23z5	K388
J23z6	K381
J23zz	K389
J2y..	K388
J2z..	K389
J3...	K40-K46
J30..	K40
J300.	K404
J3000	K404
J3001	K404
J3002	K401
J3003	K401
J300z	K404
J301.	K403
J3010	K403
J3011	K403
J3012	K400
J3013	K400
J301z	K403
J302.	K403
J3020	K403
J3021	K403
J3022	K400
J3023	K400
J302z	K403
J303.	K409
J3030	K409
J3031	K409
J3032	K402
J3033	K402
J303z	K409
J304.	K409
J305.	K409
J30y.	K409
J30y0	K409
J30y1	K409
J30y2	K402
J30y3	K402
J30yz	K409
J30z.	K409
J31..	K41
J310.	K414
J3100	K414
J3101	K414
J3102	K411
J3103	K411
J310z	K414
J311.	K413
J3110	K413
J3111	K413
J3112	K410
J3113	K410
J311z	K413
J312.	K413
J3120	K413
J3121	K413
J3122	K410
J3123	K410
J312z	K413
J313.	K419
J3130	K419
J3131	K419
J3132	K412
J3133	K412
J313z	K419
J31y.	K419
J31y0	K419
J31y1	K419
J31y2	K412
J31y3	K412
J31yz	K419
J31z.	K419
J32..	K429
J320.	K421
J3200	Q792
J3201	K421
J320z	K421
J321.	K420
J3210	Q792
J3211	K420
J321z	K420
J322.	K420
J3220	Q792
J3221	K420
J322z	K420
J323.	K429
J3230	Q792
J3231	K429
J323z	K429
J32y.	K429
J32y0	Q792
J32y1	K429
J32yz	K429
J32z.	K429
J33..	K43
J330.	K437
J3300	K437
J3301	K431
J3302	K437
J330z	K437
J331.	K436
J3310	K436
J3311	K430
J3312	K436
J331z	K436
J332.	K436
J3320	K436
J3321	K430
J3322	K436
J332z	K436
J333.	K439
J3330	K439
J3331	K432
J3332	K439
J333z	K439
J33z.	K439
J33z0	K439
J33z1	K432
J33z2	K439
J34..	K44
J340.	K441
J341.	K440
J342.	K440
J343.	K449
J344.	K441
J345.	K440
J346.	K440
J347.	K449
J348.	K449
J34y.	K449
J34z.	K449
J34z0	K449
J35..	K45
J350.	K451
J351.	K450
J352.	K450
J353.	K458
J35y.	K458
J35z.	K458
J36..	K45
J360.	K451
J361.	K450
J362.	K450
J363.	K458
J36y.	K458
J36z.	K458
J37..	K45
J370.	K451
J371.	K450
J372.	K450
J373.	K458
J37y.	K458
J37z.	K458
J38..	K45
J380.	K451
J381.	K450
J382.	K450
J383.	K458
J38y.	K458
J38z.	K458
J39..	K45
J390.	K451
J391.	K450
J392.	K450
J393.	K458
J39y.	K458
J39z.	K458
J3A..	K45
J3A0.	K451
J3A1.	K450
J3A2.	K450
J3A3.	K458
J3Ay.	K458
J3Az.	K458
J3B..	K45
J3B0.	K451
J3B1.	K450
J3B2.	K450
J3B3.	K458
J3By.	K458
J3Bz.	K458
J3C..	K439
J3C0.	K437
J3C1.	K436
J3C2.	K436
J3C3.	K439
J3Cy.	K439
J3Cz.	K439
J3D..	K458
J3y..	K45
J3y0.	K451
J3y00	K434
J3y1.	K450
J3y10	K433
J3y2.	K450
J3y3.	K458
J3y4.	K435
J3yy.	K458
J3yz.	K458
J3z..	K46
J3z0.	K461
J3z1.	K460
J3z2.	K460
J3z3.	K469
J3zz.	K469
J4...	K50-K52
J40..	K50
J400.	K500
J4000	K500
J4001	K500
J4002	K500
J4003	K500
J4004	K500
J4005	K500
J400z	K500
J401.	K501
J4010	K501
J4011	K501
J4012	K501
J401z	K501
J402.	K508
J40z.	K509
J41..	K519
J410.	K518
J4100	K510
J4101	K519
J4102	K513
J4103	K512
J4104	K519
J410z	K519
J411.	K510
J412.	K510
J413.	K510
J41y.	K518
J41y0	K514
J41y1	K593
J41yz	K518
J41z.	K518
J42..	K55
J420.	K550
J4200	K550
J4201	K550
J4202	K550
J4203	K550
J420x	K550
J420y	K550
J420z	K550
J421.	K551
J4210	K551
J4211	K551
J4212	K551
J4213	K551
J421z	K551
J42z.	K559
J42z0	K559
J43..	K52
J430.	K520
J4300	K296
J4301	K520
J4302	K520
J4303	K520
J430z	K520
J431.	K521
J4310	K521
J4311	K521
J4312	K521
J4313	K521
J431z	K521
J432.	K522
J4320	K522
J4321	K522
J4322	K522
J4323	K522
J432z	K522
J433.	K522
J4330	K529
J4331	K522
J4332	K522
J4333	K522
J433z	K522
J434.	A047
J435.	K529
J436.	K528
J4360	K528
J4361	K528
J437.	A099
J438.	K515
J43z.	K529
J4z..	K529
J4z0.	K296
J4z1.	K529
J4z2.	K529
J4z3.	K529
J4z4.	K529
J4z5.	K529
J4z6.	K523
J4zz.	K529
J5...	K56-K67
J50..	K566
J500.	K561
J5000	K561
J5001	K561
J5002	K561
J5003	K561
J5004	K561
J5005	K561
J500t	K561
J500u	K561
J500v	K561
J500w	K561
J500x	K561
J500z	K561
J501.	K560
J5011	K598
J502.	K562
J5020	K318
J5021	K562
J5022	K562
J5023	K562
J502z	K562
J503.	K564
J5030	K563
J5031	K564
J5032	K564
J503y	K564
J503z	K564
J504.	E841
J50X.	K567
J50y.	K566
J50y0	K565
J50y1	K565
J50y2	K565
J50y3	K566
J50yz	K566
J50z.	K566
J50z0	K566
J50z1	K566
J50z2	K566
J50z3	K566
J50z4	K566
J50z5	K566
J50zz	K566
J51..	K570-K579
J510.	K570-K579
J5100	K571
J5101	K571
J5102	K571
J5103	K571
J5104	K571
J5105	K573
J5106	K573
J5107	K573
J5108	K575
J5109	K579
J510y	K579
J510z	K579
J511.	K570-K579
J5110	K571
J5111	K571
J5112	K571
J5113	K571
J5114	K571
J5115	K573
J5116	K573
J5117	K573
J511y	K579
J511z	K579
J512.	K578
J5120	K570
J5121	K570
J5122	K570
J5123	K570
J5124	K570
J5125	K572
J5126	K572
J5127	K572
J5128	K574
J512y	K578
J512z	K578
J513.	K578
J51z.	K579
J52..	K58-K59
J520.	K590
J5200	K590
J5201	K590
J5202	K590
J5203	K590
J5204	K590
J520y	K590
J520z	K590
J521.	K589
J5210	K580
J5211	K589
J5212	K580
J522.	K911
J5220	K911
J5221	K911
J5222	K911
J522z	K911
J523.	K910
J524.	K918
J5240	K918
J5241	K918
J524z	K918
J525.	K591
J526.	K594
J5260	K594
J526z	K594
J527.	K593
J5270	K593
J5271	Q431
J5272	K593
J5273	K593
J5274	K931A
J527z	K593
J528.	K599
J529.	K598
J52y.	K598
J52y0	K598
J52y1	K598
J52yz	K598
J52z.	K599
J53..	K60
J530.	K602
J5300	K600
J5301	K601
J531.	K603
J5310	K603
J5311	K603
J5312	K605
J5313	K604
J531z	K603
J53z.	K605
J54..	K610-K614
J540.	K610
J541.	K613
J542.	K612
J543.	K612
J544.	K612
J545.	K614
J546.	K611
J54z.	K612
J55..	K659
J550.	K678A
J5500	A548D K671A
J5501	A527D K672A
J5502	A183D K673A
J5503	K650
J5504	A748D K670A
J550z	K678A
J551.	K650+B968
J552.	K650
J5520	K650
J5521	K650
J5522	K650
J5523	K650
J5524	K650
J5525	K650
J5526	K650
J5527	K650
J5528	K650
J5529	K650
J552A	K650
J552B	K650
J552C	M600
J552z	K650
J553.	K650
J554.	K650
J555.	K658
J556.	K659+B958
J557.	K659+B955
J558.	T857
J55y.	K658
J55y0	K658
J55y1	K658
J55y2	K658
J55y3	K658
J55y4	K658
J55y5	K658
J55yz	K659
J55z.	K659
J56..	K66
J560.	K660
J5600	K660
J5601	K660
J5602	K660
J5603	K660
J5604	K660
J5605	K660
J5606	K660
J5607	K660
J5608	K660
J5609	K660
J560A	K660
J560B	K660
J560C	K660
J560D	K660
J560E	K660
J560F	N994
J560z	K660
J56y.	K668
J56y0	K661
J56y1	R18X
J56y2	K668
J56y3	K668
J56yz	K668
J56z.	K669
J57..	K55-K63
J5700	K620
J5701	K621
J571.	K623
J5710	K623
J5711	K623
J5712	K622
J571z	K623
J572.	K624
J5720	K624
J5721	K624
J572z	K624
J573.	K625
J5730	K625
J5731	K625
J573z	K625
J574.	K628
J5740	K626
J5741	K626
J5742	K626
J5743	K626
J5744	K626
J5745	K626
J5746	K626
J5747	K628
J5748	K628
J5749	K628
J574A	K631
J574B	K628
J574C	K628
J574D	K628
J574E	K627
J574F	K628
J574G	K628
J574H	K628
J574J	K628
J574K	K628
J574L	K628
J574M	K628
J574z	K629
J575.	K630
J576.	K914
J5760	K914
J5761	K914
J5762	K914
J5763	K914
J576z	K914
J577.	K55
J5770	K552
J5771	K318
J578.	K635
J579.	K623
J57A.	K658
J57B.	E854
J57B0	E854
J57B1	E854
J57C.	D126
J57y.	K63
J57y0	K632
J57y1	K632
J57y2	K632
J57y3	K632
J57y4	K632
J57y5	K632
J57y6	K632
J57y7	K632
J57y8	K633
J57y9	K633
J57yA	K633
J57yB	K631
J57yC	K638
J57yD	K634
J57yE	K638
J57yF	K638
J57yG	K634
J57yH	K638
J57yJ	K598
J57yK	I890
J57yL	K632
J57yM	K634
J57yN	K632
J57yO	K632
J57yP	K638
J57yQ	K631
J57yR	K631
J57z.	K639
J5X..	K592
J5z..	K639
J6...	K70-K87
J60..	K720
J600.	K720
J6000	K720
J6001	K720
J6002	K720
J600z	K720
J601.	K720
J6010	K720
J6011	K720
J6012	K720
J601z	K720
J60z.	K720
J61..	K70-K77
J610.	K700
J611.	K701
J612.	K703
J6120	K702
J613.	K709
J6130	K704
J614.	K739
J6140	K730
J6141	K732
J6142	K738
J6143	K730
J6144	K731
J614y	K739
J614z	K739
J615.	K746
J6150	K746
J6151	K746
J6152	K746
J6153	K746
J6154	K746
J6155	K746
J6156	K746
J6157	K761
J6158	K746
J6159	K746
J615A	K746
J615B	K746
J615C	K744
J615D	K746
J615E	K746
J615F	K746
J615G	K746
J615H	K746
J615y	K746
J615z	K746
J616.	K745
J6160	K743
J6161	K744
J6162	K745
J616z	K745
J617.	K701
J6170	K701
J61y.	K768
J61y0	K721
J61y1	K760
J61y2	R162
J61y3	K740
J61y4	K740
J61y5	K741
J61y6	K742
J61y7	K760
J61y8	K758
J61y9	K760
J61yz	K769
J61z.	K769
J62..	K75-K76
J620.	K750
J6200	K750
J6201	K750
J6202	K750
J6203	K750
J6204	K750
J620z	K750
J621.	K751
J622.	K729
J623.	K766
J624.	K767
J625.	K729
J62y.	K768
J62z.	K769
J63..	K768
J630.	K761
J631.	K770A
J6310	B338D K770A
J6311	K770A
J6312	B279D
J6313	B268D K770A
J6314	A959D K770A
J6315	B338D
J6316	B178+B970
J631z	K770A
J632.	K770A
J6320	B54XD K770A
J6321	A527D K770A
J6322	A514D
J6323	B581D K770A
J632z	K770A
J633.	K759
J6330	K716
J633z	K759
J634.	K763
J635.	K716
J6350	K710
J6351	K711
J6352	K712
J6353	K713
J6354	K714
J6355	K715
J6356	K717
J6357	K711
J635X	K719
J636.	K762
J637.	K765
J638.	K764
J639.	J632D K778A
J63A.	K778A
J63B.	K754
J63X.	K753
J63y.	K768
J63y0	K768
J63y1	K752
J63y2	K768
J63yz	K768
J63z.	K769
J64..	K80
J640.	K800
J6400	K800
J6401	K800
J640z	K800
J641.	K801
J6410	K801
J6411	K801
J641z	K801
J642.	K802
J6420	K802
J6421	K802
J6422	K805
J642z	K802
J643.	K804
J6430	K804
J6431	K804
J643z	K804
J644.	K804
J6440	K804
J6441	K804
J644z	K804
J645.	K805
J6450	K805
J6451	K805
J6452	K805
J645z	K805
J646.	K803
J64z.	K802
J64z0	K808
J64z1	K808
J64zz	K802
J65..	K81-K82
J650.	K810
J6500	K810
J6501	K810
J6502	K810
J6503	K810
J6504	K810
J650z	K810
J651.	K818
J6510	K811
J651y	K818
J651z	K819
J652.	K820
J6520	K820
J6521	K820
J6522	K820
J6523	K820
J652z	K820
J653.	K821
J654.	K822
J6540	K822
J6541	K822
J654z	K822
J655.	K823
J6550	K833
J6551	K823
J6552	K823
J6553	K823
J655z	K823
J656.	K824
J65y.	K828
J65y0	K828
J65y1	K828
J65y2	K828
J65y3	K828
J65y4	K828
J65y5	K828
J65y6	K828
J65y7	K828
J65y8	K828
J65y9	K828
J65yA	K828
J65yB	K828
J65yC	K828
J65yz	K828
J65z.	K829
J66..	K838
J660.	K915
J661.	K830
J6610	K830
J6611	K830
J6612	K830
J6613	K830
J6614	K830
J6615	K830
J6616	K830
J6617	K830
J6618	K830
J6619	K830
J661y	K830
J661z	K830
J662.	K831
J6620	K831
J6621	K831
J662z	K831
J663.	K832
J664.	K833
J6640	K833
J664z	K833
J665.	K834
J666.	A419+K839
J66y.	K838
J66y0	K838
J66y1	K838
J66y2	K835
J66y3	K838
J66y4	K831
J66y5	K838
J66y6	K831
J66y7	K838
J66yz	K838
J66z.	K839
J67..	K85-K86
J670.	K85
J6700	K859
J6701	K858
J6702	K859
J6703	K859
J6704	K859
J6705	K851
J6706	K850
J6707	K851
J6708	K852
J6709	K853
J670y	K858
J670z	K859
J671.	K861
J6710	K860
J6711	K861+K802
J6720	K862
J6721	K863
J672z	K869
J67y.	K868
J67y0	K868
J67y1	K868
J67y2	K868
J67y3	K868
J67y4	K868
J67y5	K868
J67y6	K868
J67yz	K868
J67z.	K869
J68..	K922
J680.	K920
J681.	K921
J68z.	K922
J68z0	K922
J68z1	K922
J68z2	K922
J68zz	K922
J69..	K909
J690.	K900
J6900	K900
J6901	K900
J690z	K900
J691.	K901
J692.	K902
J693.	K912
J6930	K912
J6931	K912
J693z	K912
J694.	K903
J695.	K908
J69y.	K908
J69y0	K904
J69y1	K904
J69y2	K904
J69y3	K904
J69y4	K904
J69y5	K904
J69y6	K904
J69y7	K908
J69yz	K908
J69z.	K909
J6A..	A099
J6y..	K928
J6z..	K929
Jy...	K928
Jyu0.	K00-K14
Jyu00	K008
Jyu01	K028
Jyu02	K038
Jyu03	K049
Jyu04	K055
Jyu05	K068
Jyu06	K078
Jyu07	K088
Jyu08	K092
Jyu09	K098
Jyu0A	K108
Jyu0B	K118
Jyu0C	K121
Jyu0D	K137
Jyu0E	K148
Jyu0F	K069
Jyu1.	K20-K31
Jyu10	K228
Jyu11	K238A
Jyu12	K291
Jyu13	K296
Jyu14	K318
Jyu2.	K35-K38
Jyu20	K36X
Jyu21	K388
Jyu22	K389
Jyu3.	K40-K46
Jyu30	K450
Jyu31	K451
Jyu32	K458
Jyu4.	K50-K52
Jyu40	K508
Jyu41	K518
Jyu42	K528
Jyu5.	K55-K63
Jyu50	K558
Jyu51	K564
Jyu52	K566
Jyu53	K598
Jyu54	K628
Jyu55	K638
Jyu56	K567
Jyu57	K592
Jyu6.	K65-K67
Jyu60	K658
Jyu61	K668
Jyu62	K678A
Jyu7.	K70-K77
Jyu70	K718
Jyu71	K746
Jyu72	K758
Jyu73	K768
Jyu74	K770A
Jyu75	K778A
Jyu76	K719
Jyu77	K753
Jyu8.	K80-K87
Jyu80	K808
Jyu81	K818
Jyu82	K828
Jyu83	K838
Jyu84	K861
Jyu85	K868
Jyu86	K870A
Jyu87	K871A
Jyu9.	K90-K93
Jyu90	K908
Jyu91	K918
Jyu92	K928
Jyu93	K930A
Jyu94	K938A
Jz...	K929
K....	N00-N99
K0...	N00-N16
K00..	N00
K000.	N008
K0000	N058
K0001	N057
K001.	N008
K00y.	N008
K00y0	N088A
K00y1	N008
K00y2	N001
K00y3	N008
K00y4	N009
K00yz	N008
K00z.	N009
K01..	N04
K010.	N048
K011.	N042
K012.	N045
K013.	N040
K014.	N040
K015.	N041
K016.	N042
K017.	N043
K018.	N044
K019.	N045
K01A.	N046
K01B.	N047
K01w.	N049
K01w0	N049
K01w1	N048
K01w2	N071
K01wz	N049
K01x.	N088A
K01x0	E854D N084A
K01x1	E142D N083A
K01x2	B520D N080A
K01x3	M300D N085A
K01x4	M321D N085A
K01xz	N088A
K01y.	N048
K01z.	N049
K02..	N039
K020.	N033
K021.	N032
K022.	N035
K023.	N019
K024.	N050
K02y.	N038
K02y0	N088A
K02y1	N038
K02y2	N031
K02y3	N038
K02y4	T66X
K02yz	N038
K02z.	N039
K030.	N058
K031.	N052
K032.	N055
K0320	N051
K0321	N029
K0322	N051
K0323	N058
K0324	Q878
K0325	N078
K0326	N028
K032y	N055
K032z	N055
K033.	N019
K034.	N171
K035.	N172
K036.	D891D N082A
K03T.	N12X
K03U.	N057
K03V.	N056
K03W.	N054
K03X.	N053
K03y.	N058
K03y0	N088A
K03y1	N058
K03y2	N058
K03yz	N058
K03z.	N059
K04..	N179
K040.	N170
K041.	N171
K042.	N172
K043.	N179
K0430	N179+Y524
K0431	N179+Y405
K0432	N179+Y433
K0433	N179+Y434
K0434	N179+Y453
K044.	N179
K045.	N179+M628
K046.	N144
K0460	N141
K0461	N141
K047.	N143
K048.	N144
K049.	N141+Y575
K04A.	N144
K04B.	T795
K04C.	N179
K04D.	N179
K04E.	N179
K04y.	N178
K04z.	N179
K05..	N189
K050.	N185
K051.	N181
K052.	N182
K053.	N183
K054.	N184
K055.	N185
K06..	N19X
K060.	N19X
K07..	N26X
K070.	N26X
K071.	N26X
K072.	N26X
K073.	N26X
K07z.	N26X
K08..	N25
K080.	N250
K0800	N250
K0801	N250
K0802	N250
K0803	N250
K080z	N250
K081.	N251
K0810	N251
K0811	N251
K08y.	N258
K08y0	N258
K08y1	E211
K08y2	N258
K08y3	N258
K08y4	N258
K08y5	N10X
K08y6	N10X
K08y7	N10X
K08y8	N258+H905
K08y9	N258
K08yA	E142D N083A
K08yB	N258
K08yC	N258
K08yD	N258
K08yE	N258
K08yF	N19X+K831
K08yG	N258
K08yH	E798
K08yJ	E274
K08yz	N258
K08z.	N259
K09..	N279
K090.	N270
K0900	N26X
K0901	N270+N288
K0902	N270
K091.	N271
K09z.	N279
K0A..	N00-N08
K0A0.	N00
K0A00	N000
K0A01	N001
K0A02	N002
K0A03	N003
K0A04	N004
K0A05	N005
K0A06	N006
K0A07	N007
K0A1.	N01
K0A10	N010
K0A11	N011
K0A12	N012
K0A13	N013
K0A14	N014
K0A15	N015
K0A16	N016
K0A17	N017
K0A2.	N02
K0A20	N020
K0A21	N021
K0A22	N022
K0A23	N023
K0A24	N024
K0A25	N025
K0A26	N026
K0A27	N027
K0A28	N028
K0A3.	N03
K0A30	N030
K0A31	N031
K0A32	N032
K0A33	N033
K0A34	N034
K0A35	N035
K0A36	N036
K0A37	N037
K0A4.	N06
K0A40	N060
K0A41	N061
K0A42	N062
K0A43	N063
K0A44	N064
K0A45	N065
K0A46	N066
K0A47	N067
K0A4W	N069
K0A4X	N068
K0A5.	N07
K0A50	N070
K0A51	N071
K0A52	N072
K0A53	N073
K0A54	N074
K0A55	N075
K0A56	N076
K0A57	N077
K0A5X	N079
K0A6.	N081A
K0A7.	N082A
K0A8.	N019
K0A9.	B258+N059
K0B..	N16
K0B0.	N160A
K0B1.	N161A
K0B2.	N162A
K0B3.	N163A
K0B4.	N164A
K0B40	M321D N164A
K0B5.	N165A
K0B6.	N150
K0C..	N14
K0C0.	N140
K0C1.	N141
K0C2.	N142
K0C3.	N143
K0C30	N143
K0C31	N143
K0C32	N143
K0C33	N143
K0C34	N143
K0C35	N143
K0C36	N143
K0C37	N143
K0C38	N143
K0C4.	N144
K0C5.	N142
K0C6.	N141
K0D..	N185
K0E..	N179+N189
K0F..	T66X
K0G..	D571D N082A
K0H..	M348+N288
K0J0.	M348+N289
K0y..	N289
K0y0.	A527D N290A
K0y1.	N288+E834
K0z..	N289
K10..	N10X-N12X
K100.	N119
K1000	N118
K1001	N118
K1002	N119
K1003	N136
K1004	N110
K1005	N111
K1006	N209
K100z	N119
K101.	N10X
K1010	N10X
K1011	N10X
K1012	N10X
K1013	N136
K1014	N118
K1015	N118
K101z	N10X
K102.	N151
K1020	N151
K1021	N151
K1022	N151
K102z	N151
K103.	N288
K104.	N119
K105.	N119
K106.	B374D N160A
K10y0	N12X
K10y1	N12X
K10y2	N136
K10yz	N12X
K10z.	N159
K11..	N133
K110.	N133
K111.	N133
K112.	N132
K113.	N130
K11X.	N131
K11z.	N133
K12..	N202
K120.	N200
K1200	N200
K120z	N200
K121.	N201
K122.	N202
K12z.	N209
K13..	N288
K130.	N288
K131.	N288
K1310	N288
K132.	N281
K1320	N281
K1321	N281
K1322	N288
K1323	D410
K1324	N281
K132z	N281
K133.	N135
K1330	N135
K1331	N135
K133z	N135
K134.	N135
K1340	N135
K134z	N135
K135.	N134
K136.	N392
K137.	N137
K138.	I129
K1380	N280
K1381	N280
K1382	N280
K1383	S370
K1384	T828
K1385	N280
K1386	I129
K1387	N280
K138z	N280
K139.	N288
K13A.	N288
K13B.	N288
K13C.	N142
K13C0	N141
K13D.	N172
K13E.	N288
K13F.	N288
K13G.	N281
K13y.	N288
K13y0	N288
K13y1	N288
K13y2	N288
K13y3	N288
K13y4	N133
K13y5	N288
K13y6	N288
K13y7	N288
K13y8	S370
K13y9	N288
K13yA	N398
K13yB	N280
K13yz	N288
K13z.	N289
K13z0	N19X
K14..	N219
K140.	N210
K1400	N210
K1401	N210
K140z	N210
K141.	N211
K14y.	N218
K14z.	N219
K15..	N309
K150.	N300
K151.	N301
K1510	N301
K1511	N301
K1512	N301
K151z	N301
K152.	N302
K1520	N302
K152y	N302
K152z	N302
K153.	N303
K1530	N303
K1531	N303
K1532	N303
K153z	N303
K154.	N338A
K1540	A428D
K1541	A068D N338A
K1542	B650D N338A
K1543	B679D N338A
K1544	A368D N338A
K1545	A540
K1546	B374D N338A
K1547	A590D N338A
K1548	A181D N330A
K154z	N338A
K155.	N309
K15y.	N308
K15y0	N308
K15y1	N304
K15y2	N308
K15y3	N328
K15yz	N308
K15z.	N309
K16..	N31-N33
K160.	N320
K161.	N321
K1610	N321
K1611	N321
K1612	N321
K1613	N321
K161z	N321
K162.	N322
K1620	N322
K1621	N322
K1622	N322
K162z	N322
K163.	N323
K1630	N323
K1631	N323
K1632	N323
K163z	N323
K164.	N312
K1640	N312
K1641	N312
K164z	N312
K165.	N318
K1650	N318
K1651	N312
K1652	N320
K1653	N318
K1654	N318
K165z	N318
K166.	N324
K167.	N328
K168.	E854
K16V.	N319
K16V0	N319
K16V1	N328
K16W.	N311
K16X.	N310
K16y.	N328
K16y0	N328
K16y1	N328
K16y2	N328
K16y3	N328
K16y4	N328
K16y5	N328
K16y6	N328
K16y7	N328
K16y8	N319
K16y9	N328
K16yA	N328
K16yz	N328
K16z.	N329
K17..	N342
K170.	N340
K1700	N340
K1701	N340
K1702	N340
K1703	N340
K1704	N340
K170z	N340
K171.	N342
K172.	B374D N370A
K17y.	N342
K17y0	N342
K17y1	N343
K17y2	N342
K17y3	N342
K17y4	N342
K17y5	N342
K17y6	N342
K17y7	Q648
K17yz	N342
K17z.	N341
K18..	N359
K180.	N351
K1800	N351
K1801	N351
K180z	N351
K181.	N350
K182.	N991
K183.	N359
K18y.	N358
K18z.	N359
K19..	N36-N39
K190.	N390
K1900	N390
K1901	N390
K1902	N390
K1903	N390
K1904	N390
K1905	N390
K1906	N390
K190X	N391
K190z	N390
K191.	N360
K1910	N360
K1911	N360
K191z	N360
K192.	N361
K193.	N362
K194.	N360
K195.	N363
K196.	N139
K197.	R31X
K1970	R31X
K1971	R31X
K1972	R31X
K1973	R31X
K1974	R31X
K1975	N029
K198.	N393
K199.	E854D N378A
K19C.	N138
K19W.	N369
K19X.	N139
K19y.	N398
K19y0	N368
K19y1	N368
K19y2	N368
K19y3	R398
K19y4	N368
K19yw	N399
K19yz	N398
K1A..	N220A
K1y..	N30-N39
K1z..	N390-N399
K2...	N40X-N51
K20..	N40X
K200.	N40X
K201.	N40X
K202.	N40X
K20z.	N40X
K21..	N419
K210.	N410
K211.	N411
K212.	N412
K213.	N413
K214.	N510A
K2140	A428D N510A
K2141	B409D N510A
K2142	A527D N510A
K2143	A181D N510A
K2144	A542D N510A
K2145	B374D N510A
K2146	A590D N510A
K214z	N510A
K21y.	N418
K21z.	N419
K22..	N42
K220.	N420
K221.	N421
K2210	N421
K2211	N421
K221z	N421
K222.	N422
K223.	N423
K224.	E854
K22y.	N428
K22y0	N428
K22y1	N428
K22y2	N428
K22y3	N428
K22yz	N429
K22z.	N429
K23..	N433
K230.	N430
K231.	N431
K23y.	N432
K23z.	N433
K24..	N459
K240.	N459
K2400	N450
K2401	N459
K2402	N459
K2403	N459
K240z	N459
K241.	N459
K2410	N450
K2411	N459
K2412	N459
K2413	N459
K2414	N459
K2415	N459
K2416	A561D N511A
K241z	N459
K242.	N459
K2420	N450
K2421	N459
K2422	N459
K2423	N459
K242z	N459
K24z.	N459
K25..	N47X
K250.	N47X
K251.	N47X
K252.	N47X
K253.	N47X
K254.	N47X
K255.	N47X
K25z.	N47X
K26..	N46X
K260.	N46X
K261.	N46X
K2610	N46X
K262.	N46X
K26y.	N46X
K26y0	N46X
K26y1	N46X
K26y2	N46X
K26y3	N46X
K26y4	N46X
K26yz	N46X
K26z.	N46X
K27..	N48
K270.	N480
K271.	N481
K2710	N481
K2711	N481
K2712	N481
K271z	N481
K272.	N482
K2720	N482
K2721	N482
K2722	N482
K2723	N482
K272z	N482
K273.	N483
K274.	N486
K275.	N488
K2750	N488
K2751	N488
K2752	N488
K2753	N488
K275z	N488
K276.	N480
K27y.	N488
K27y0	N488
K27y1	N484
K27y2	N488
K27y3	N486
K27y4	N488
K27y5	N485
K27y6	N488
K27y7	E146+N484
K27yz	N488
K27z.	N489
K28..	N508
K280.	N490
K2800	N490
K2801	N490
K2802	N490
K280z	N490
K281.	N434
K282.	N44X
K2820	N44X
K2821	N44X
K2822	N44X
K2823	N44X
K282z	N44X
K283.	N500
K284.	N498
K2840	N492
K2841	N492
K2842	N492
K2843	N492
K2844	N491
K2845	N491
K2846	N498
K2847	N491
K2848	N498
K2849	N492
K284z	N498
K285.	N518A
K286.	N501
K2860	N501
K2861	N501
K2862	N501
K2863	N501
K2864	N501
K2865	N501
K286v	N501
K286w	N501
K286x	N501
K286z	N501
K287.	N508
K288.	N508
K2880	N508
K2881	N508
K2882	N508
K288z	N508
K289.	N508
K28X.	N499
K28y.	N508
K28y0	N508
K28y1	N508
K28y2	N508
K28y3	N508
K28y4	N508
K28y5	N508
K28y6	N508
K28y7	N488
K28y8	N508
K28y9	N508
K28yF	L721
K28yG	N501
K28ys	N508
K28yt	N508
K28yu	N508
K28yv	N508
K28yw	N508
K28yx	N508
K28yz	N508
K28z.	N508
K2y..	N509
K2z..	N509
